x,y,z,cycle,goal
-0.119449,-0.608996,0.931073,5,Place
-0.098751,-0.580846,0.934063,5,Place
-0.079602,-0.553312,0.933612,5,Place
-0.061962,-0.526985,0.930043,5,Place
-0.045738,-0.502391,0.923765,5,Place
-0.030782,-0.479973,0.915258,5,Place
-0.016910,-0.460074,0.905066,5,Place
-0.003907,-0.442932,0.893770,5,Place
0.008455,-0.428664,0.881980,5,Place
0.020360,-0.417305,0.870353,5,Place
0.031483,-0.409047,0.859958,5,Place
0.041841,-0.403394,0.851267,5,Place
0.051533,-0.399720,0.844393,5,Place
0.060599,-0.397475,0.839299,5,Place
0.069034,-0.396205,0.835838,5,Place
0.076814,-0.395555,0.833793,5,Place
0.083900,-0.395262,0.832906,5,Place
0.090255,-0.395148,0.832908,5,Place
0.095845,-0.395099,0.833533,5,Place
0.100840,-0.394998,0.834481,5,Place
0.109483,-0.393535,0.834413,5,Place
0.123539,-0.389971,0.832682,5,Place
0.142606,-0.384031,0.829061,5,Place
0.165922,-0.375499,0.823366,5,Place
0.193655,-0.363938,0.815762,5,Place
0.226407,-0.348561,0.806489,5,Place
0.263885,-0.328529,0.795460,5,Place
0.305639,-0.302871,0.782586,5,Place
0.351006,-0.270506,0.767795,5,Place
0.399053,-0.230264,0.751037,5,Place
0.448500,-0.180932,0.732298,5,Place
0.497636,-0.121314,0.711618,5,Place
0.544231,-0.050342,0.689096,5,Place
0.585270,0.032347,0.665028,5,Place
0.615004,0.117994,0.641983,5,Place
0.632752,0.201273,0.621000,5,Place
0.639987,0.280273,0.602111,5,Place
0.638450,0.353510,0.585286,5,Place
0.630028,0.419935,0.570456,5,Place
0.616637,0.478914,0.557527,5,Place
0.600122,0.530170,0.546394,5,Place
0.582185,0.573716,0.536953,5,Place
0.564331,0.609769,0.529106,5,Place
0.547839,0.638675,0.522765,5,Place
0.533754,0.660833,0.517858,5,Place
0.522881,0.676628,0.514326,5,Place
0.515797,0.686381,0.512129,5,Place
0.512860,0.690309,0.511240,5,Place
0.512786,0.690407,0.511218,5,Place
0.512786,0.690407,0.511218,6,Pick
0.511782,0.690672,0.513672,6,Pick
0.508737,0.691428,0.521041,6,Pick
0.503554,0.692565,0.533351,6,Pick
0.496073,0.693887,0.550639,6,Pick
0.486069,0.695107,0.572945,6,Pick
0.473251,0.695831,0.600300,6,Pick
0.457269,0.695537,0.632706,6,Pick
0.437716,0.693560,0.670105,6,Pick
0.414142,0.689072,0.712346,6,Pick
0.386073,0.681065,0.759130,6,Pick
0.353044,0.668355,0.809951,6,Pick
0.314646,0.649585,0.864027,6,Pick
0.270591,0.623273,0.920223,6,Pick
0.220794,0.587878,0.976987,6,Pick
0.165474,0.541920,1.032304,6,Pick
0.105534,0.484417,1.083474,6,Pick
0.047440,0.420884,1.124414,6,Pick
-0.005708,0.355578,1.154096,6,Pick
-0.053303,0.290613,1.173825,6,Pick
-0.095107,0.227732,1.185132,6,Pick
-0.131181,0.168291,1.189631,6,Pick
-0.161803,0.113280,1.188902,6,Pick
-0.187396,0.063365,1.184413,6,Pick
-0.208461,0.018951,1.177476,6,Pick
-0.225524,-0.019759,1.169221,6,Pick
-0.239095,-0.052702,1.160592,6,Pick
-0.249271,-0.080503,1.152365,6,Pick
-0.254771,-0.104467,1.145422,6,Pick
-0.255049,-0.123076,1.140851,6,Pick
-0.250497,-0.135266,1.139232,6,Pick
-0.241915,-0.140285,1.140708,6,Pick
-0.230339,-0.140586,1.144223,6,Pick
-0.216333,-0.139725,1.148432,6,Pick
-0.200163,-0.136974,1.153235,6,Pick
-0.182273,-0.131464,1.158490,6,Pick
-0.163362,-0.122240,1.164001,6,Pick
-0.144453,-0.108326,1.169486,6,Pick
-0.126982,-0.088831,1.174565,6,Pick
-0.112844,-0.063108,1.178727,6,Pick
-0.104416,-0.030964,1.181313,6,Pick
-0.104492,0.007077,1.181496,6,Pick
-0.116101,0.049481,1.178274,6,Pick
-0.142148,0.093387,1.170497,6,Pick
-0.182967,0.133073,1.157542,6,Pick
-0.236747,0.163733,1.139267,6,Pick
-0.301107,0.181936,1.115562,6,Pick
-0.372790,0.184894,1.086480,6,Pick
-0.447863,0.170690,1.052244,6,Pick
-0.521977,0.138446,1.013235,6,Pick
-0.590664,0.088401,0.969979,6,Pick
-0.649639,0.021910,0.923126,6,Pick
-0.694414,-0.057096,0.874335,6,Pick
-0.721928,-0.140759,0.826787,6,Pick
-0.733393,-0.224339,0.781519,6,Pick
-0.731084,-0.304282,0.739205,6,Pick
-0.717773,-0.378108,0.700285,6,Pick
-0.696363,-0.444306,0.665006,6,Pick
-0.669636,-0.502169,0.633470,6,Pick
-0.640095,-0.551597,0.605674,6,Pick
-0.609887,-0.592911,0.581551,6,Pick
-0.580784,-0.626691,0.560993,6,Pick
-0.554197,-0.653638,0.543879,6,Pick
-0.531218,-0.674476,0.530090,6,Pick
-0.512659,-0.689876,0.519515,6,Pick
-0.499099,-0.700401,0.512065,6,Pick
-0.490921,-0.706472,0.507676,6,Pick
-0.488335,-0.708349,0.506303,6,Pick
-0.488335,-0.708349,0.506303,6,Place
-0.488052,-0.708154,0.507343,6,Place
-0.487197,-0.707562,0.510478,6,Place
-0.485758,-0.706553,0.515755,6,Place
-0.483708,-0.705094,0.523249,6,Place
-0.481003,-0.703138,0.533064,6,Place
-0.477576,-0.700621,0.545332,6,Place
-0.473328,-0.697458,0.560206,6,Place
-0.468118,-0.693546,0.577854,6,Place
-0.461753,-0.688755,0.598452,6,Place
-0.453980,-0.682925,0.622167,6,Place
-0.444477,-0.675863,0.649141,6,Place
-0.432845,-0.667341,0.679465,6,Place
-0.418613,-0.657094,0.713150,6,Place
-0.401242,-0.644822,0.750100,6,Place
-0.380148,-0.630199,0.790067,6,Place
-0.354800,-0.612939,0.832512,6,Place
-0.326010,-0.593642,0.874931,6,Place
-0.294247,-0.572633,0.916077,6,Place
-0.259686,-0.550022,0.955424,6,Place
-0.222579,-0.525967,0.992493,6,Place
-0.183254,-0.500669,1.026871,6,Place
-0.142095,-0.474367,1.058225,6,Place
-0.099535,-0.447328,1.086311,6,Place
-0.056040,-0.419832,1.110978,6,Place
-0.012095,-0.392165,1.132177,6,Place
0.031814,-0.364601,1.149953,6,Place
0.075205,-0.337390,1.164445,6,Place
0.117622,-0.310748,1.175869,6,Place
0.158636,-0.284841,1.184513,6,Place
0.197861,-0.259780,1.190717,6,Place
0.234956,-0.235616,1.194855,6,Place
0.269633,-0.212331,1.197318,6,Place
0.301657,-0.189842,1.198494,6,Place
0.330849,-0.168003,1.198747,6,Place
0.357083,-0.146613,1.198403,6,Place
0.380289,-0.125421,1.197732,6,Place
0.400444,-0.104144,1.196936,6,Place
0.417572,-0.082477,1.196138,6,Place
0.431739,-0.060109,1.195380,6,Place
0.443050,-0.036740,1.194616,6,Place
0.451642,-0.012097,1.193720,6,Place
0.457683,0.014048,1.192488,6,Place
0.461368,0.041871,1.190650,6,Place
0.462913,0.071477,1.187883,6,Place
0.462556,0.102895,1.183828,6,Place
0.460552,0.136075,1.178106,6,Place
0.457172,0.170880,1.170339,6,Place
0.452698,0.207095,1.160165,6,Place
0.447424,0.244429,1.147265,6,Place
0.441652,0.282524,1.131373,6,Place
0.435687,0.320971,1.112292,6,Place
0.429833,0.359322,1.089911,6,Place
0.424392,0.397106,1.064210,6,Place
0.419654,0.433853,1.035264,6,Place
0.415892,0.469105,1.003248,6,Place
0.413360,0.502440,0.968430,6,Place
0.412278,0.533484,0.931167,6,Place
0.412833,0.561928,0.891890,6,Place
0.415167,0.587539,0.851092,6,Place
0.419372,0.610167,0.809313,6,Place
0.425267,0.629184,0.768433,6,Place
0.432377,0.644386,0.730343,6,Place
0.440327,0.656364,0.695392,6,Place
0.448754,0.665679,0.663759,6,Place
0.457330,0.672838,0.635491,6,Place
0.465769,0.678284,0.610528,6,Place
0.473834,0.682389,0.588745,6,Place
0.481335,0.685459,0.569974,6,Place
0.488128,0.687737,0.554025,6,Place
0.494106,0.689413,0.540710,6,Place
0.499196,0.690632,0.529849,6,Place
0.503350,0.691501,0.521283,6,Place
0.506537,0.692100,0.514877,6,Place
0.508742,0.692481,0.510529,6,Place
0.509954,0.692681,0.508164,6,Place
0.510211,0.692722,0.507666,6,Place
0.510211,0.692722,0.507666,7,Place
0.508740,0.692474,0.508493,7,Place
0.504332,0.691706,0.510988,7,Place
0.497008,0.690350,0.515194,7,Place
0.486803,0.688287,0.521180,7,Place
0.473781,0.685351,0.529044,7,Place
0.458038,0.681324,0.538906,7,Place
0.439723,0.675935,0.550912,7,Place
0.419050,0.668863,0.565217,7,Place
0.396319,0.659741,0.581988,7,Place
0.371938,0.648165,0.601383,7,Place
0.346449,0.633713,0.623535,7,Place
0.320541,0.615969,0.648533,7,Place
0.295069,0.594564,0.676390,7,Place
0.271056,0.569227,0.707015,7,Place
0.249677,0.539846,0.740181,7,Place
0.232260,0.506630,0.775393,7,Place
0.220473,0.471604,0.810515,7,Place
0.214712,0.436109,0.844454,7,Place
0.214855,0.400995,0.876721,7,Place
0.220593,0.367102,0.906876,7,Place
0.231442,0.335220,0.934544,7,Place
0.246754,0.306056,0.959431,7,Place
0.265752,0.280199,0.981328,7,Place
0.287558,0.258091,1.000123,7,Place
0.311234,0.240011,1.015801,7,Place
0.335829,0.226056,1.028440,7,Place
0.360416,0.216149,1.038207,7,Place
0.384141,0.210037,1.045348,7,Place
0.406262,0.207314,1.050172,7,Place
0.426178,0.207444,1.053040,7,Place
0.443465,0.209793,1.054341,7,Place
0.457883,0.213668,1.054477,7,Place
0.469392,0.218357,1.053844,7,Place
0.478144,0.223170,1.052810,7,Place
0.484470,0.227483,1.051701,7,Place
0.488860,0.230769,1.050781,7,Place
0.491925,0.232634,1.050245,7,Place
0.494362,0.232837,1.050206,7,Place
0.496912,0.231306,1.050691,7,Place
0.500311,0.228138,1.051641,7,Place
0.505243,0.223603,1.052910,7,Place
0.512304,0.218117,1.054278,7,Place
0.521955,0.212227,1.055453,7,Place
0.534498,0.206574,1.056093,7,Place
0.550053,0.201860,1.055818,7,Place
0.568541,0.198804,1.054227,7,Place
0.589689,0.198101,1.050921,7,Place
0.613034,0.200383,1.045518,7,Place
0.637947,0.206182,1.037677,7,Place
0.663654,0.215894,1.027109,7,Place
0.689277,0.229760,1.013598,7,Place
0.713875,0.247849,0.997008,7,Place
0.736483,0.270047,0.977297,7,Place
0.756159,0.296069,0.954515,7,Place
0.772026,0.325461,0.928812,7,Place
0.783315,0.357630,0.900429,7,Place
0.789391,0.391867,0.869693,7,Place
0.789784,0.427380,0.837002,7,Place
0.784205,0.463336,0.802818,7,Place
0.772554,0.498892,0.767644,7,Place
0.755609,0.532110,0.733208,7,Place
0.734938,0.561526,0.701070,7,Place
0.711802,0.587037,0.671562,7,Place
0.687338,0.608750,0.644860,7,Place
0.662533,0.626922,0.621013,7,Place
0.638208,0.641895,0.599975,7,Place
0.615025,0.654055,0.581638,7,Place
0.593499,0.663790,0.565857,7,Place
0.574023,0.671473,0.552467,7,Place
0.556884,0.677440,0.541304,7,Place
0.542288,0.681982,0.532213,7,Place
0.530378,0.685345,0.525057,7,Place
0.521250,0.687724,0.519723,7,Place
0.514963,0.689266,0.516122,7,Place
0.511554,0.690069,0.514194,7,Place
0.510889,0.690224,0.513820,7,Place
0.510889,0.690224,0.513820,8,Pick
0.512915,0.690343,0.513391,8,Pick
0.518996,0.690615,0.512125,8,Pick
0.529127,0.690785,0.510084,8,Pick
0.543287,0.690438,0.507373,8,Pick
0.561421,0.689018,0.504141,8,Pick
0.583412,0.685854,0.500586,8,Pick
0.609058,0.680190,0.496941,8,Pick
0.638060,0.671234,0.493470,8,Pick
0.670002,0.658195,0.490437,8,Pick
0.704358,0.640333,0.488069,8,Pick
0.740501,0.616983,0.486503,8,Pick
0.777708,0.587563,0.485718,8,Pick
0.815160,0.551560,0.485475,8,Pick
0.851895,0.508487,0.485253,8,Pick
0.886714,0.457849,0.484234,8,Pick
0.917775,0.399703,0.481380,8,Pick
0.941179,0.339914,0.476227,8,Pick
0.956497,0.281170,0.468931,8,Pick
0.964377,0.224637,0.459936,8,Pick
0.965713,0.171348,0.449854,8,Pick
0.961612,0.122138,0.439322,8,Pick
0.953315,0.077604,0.428915,8,Pick
0.942104,0.038096,0.419091,8,Pick
0.929213,0.003743,0.410177,8,Pick
0.915761,-0.025498,0.402374,8,Pick
0.901478,-0.048934,0.397546,8,Pick
0.884015,-0.064263,0.400357,8,Pick
0.863712,-0.071863,0.410571,8,Pick
0.839062,-0.077930,0.424186,8,Pick
0.809384,-0.083861,0.440064,8,Pick
0.779678,-0.088452,0.455580,8,Pick
0.753513,-0.091491,0.469057,8,Pick
0.731291,-0.093393,0.480430,8,Pick
0.713291,-0.094505,0.489625,8,Pick
0.698574,-0.093913,0.498145,8,Pick
0.682914,-0.087115,0.511931,8,Pick
0.666080,-0.074073,0.530843,8,Pick
0.648113,-0.055363,0.553999,8,Pick
0.627268,-0.031703,0.581265,8,Pick
0.599268,-0.003883,0.613539,8,Pick
0.562594,0.027095,0.650152,8,Pick
0.515755,0.059785,0.690170,8,Pick
0.457346,0.092200,0.732409,8,Pick
0.386240,0.121744,0.775408,8,Pick
0.301846,0.145201,0.817405,8,Pick
0.204406,0.158806,0.856333,8,Pick
0.095315,0.158430,0.889828,8,Pick
-0.022580,0.139920,0.915279,8,Pick
-0.144768,0.099594,0.929896,8,Pick
-0.264360,0.035333,0.930869,8,Pick
-0.365232,-0.044781,0.917698,8,Pick
-0.442875,-0.131968,0.893275,8,Pick
-0.498700,-0.220266,0.860617,8,Pick
-0.535351,-0.305089,0.822473,8,Pick
-0.556118,-0.383251,0.781266,8,Pick
-0.564473,-0.452826,0.739068,8,Pick
-0.563739,-0.512932,0.697601,8,Pick
-0.556894,-0.563473,0.658258,8,Pick
-0.546462,-0.604893,0.622140,8,Pick
-0.534494,-0.637962,0.590092,8,Pick
-0.522586,-0.663595,0.562747,8,Pick
-0.511935,-0.682713,0.540565,8,Pick
-0.503396,-0.696143,0.523868,8,Pick
-0.497548,-0.704549,0.512867,8,Pick
-0.494738,-0.708384,0.507691,8,Pick
-0.494505,-0.708696,0.507265,8,Pick
-0.494505,-0.708696,0.507265,8,Place
-0.494525,-0.708314,0.506945,8,Place
-0.494582,-0.707147,0.506005,8,Place
-0.494661,-0.705130,0.504500,8,Place
-0.494741,-0.702160,0.502531,8,Place
-0.494792,-0.698102,0.500242,8,Place
-0.494776,-0.692797,0.497831,8,Place
-0.494646,-0.686073,0.495554,8,Place
-0.494353,-0.677765,0.493735,8,Place
-0.493842,-0.667735,0.492763,8,Place
-0.493061,-0.655893,0.493099,8,Place
-0.491964,-0.642228,0.495269,8,Place
-0.490520,-0.626837,0.499847,8,Place
-0.488721,-0.609960,0.507437,8,Place
-0.486597,-0.592003,0.518632,8,Place
-0.484223,-0.573564,0.533967,8,Place
-0.481742,-0.555487,0.553796,8,Place
-0.479451,-0.539398,0.577187,8,Place
-0.477577,-0.526151,0.603283,8,Place
-0.476297,-0.516181,0.631429,8,Place
-0.475774,-0.509907,0.660175,8,Place
-0.476050,-0.507278,0.687567,8,Place
-0.477046,-0.507678,0.712946,8,Place
-0.478646,-0.510454,0.735901,8,Place
-0.480711,-0.514966,0.756222,8,Place
-0.483096,-0.520626,0.773860,8,Place
-0.485658,-0.526918,0.788887,8,Place
-0.488265,-0.533404,0.801461,8,Place
-0.490801,-0.539730,0.811793,8,Place
-0.493165,-0.545615,0.820116,8,Place
-0.495276,-0.550843,0.826667,8,Place
-0.496761,-0.554700,0.833056,8,Place
-0.497057,-0.556099,0.841439,8,Place
-0.496058,-0.554783,0.851586,8,Place
-0.493669,-0.550529,0.863124,8,Place
-0.490032,-0.543604,0.875001,8,Place
-0.485134,-0.534033,0.887235,8,Place
-0.478761,-0.521611,0.901776,8,Place
-0.470784,-0.506192,0.918801,8,Place
-0.461040,-0.487549,0.938004,8,Place
-0.449338,-0.465440,0.959016,8,Place
-0.435462,-0.439609,0.981394,8,Place
-0.419174,-0.409804,1.004621,8,Place
-0.400216,-0.375787,1.028097,8,Place
-0.378316,-0.337351,1.051142,8,Place
-0.353196,-0.294338,1.072989,8,Place
-0.324580,-0.246653,1.092792,8,Place
-0.292209,-0.194290,1.109628,8,Place
-0.256344,-0.138109,1.122371,8,Place
-0.218654,-0.081015,1.129978,8,Place
-0.179443,-0.023608,1.132379,8,Place
-0.138893,0.033736,1.129602,8,Place
-0.097202,0.090648,1.121707,8,Place
-0.054579,0.146771,1.108789,8,Place
-0.011246,0.201761,1.090971,8,Place
0.032567,0.255287,1.068409,8,Place
0.076620,0.307036,1.041286,8,Place
0.120670,0.356714,1.009813,8,Place
0.164470,0.404045,0.974223,8,Place
0.207769,0.448777,0.934774,8,Place
0.249683,0.490069,0.892422,8,Place
0.288145,0.526149,0.849767,8,Place
0.323026,0.557286,0.807740,8,Place
0.354389,0.583917,0.767020,8,Place
0.382345,0.606486,0.728170,8,Place
0.407040,0.625434,0.691653,8,Place
0.428644,0.641188,0.657842,8,Place
0.447339,0.654148,0.627032,8,Place
0.463311,0.664685,0.599454,8,Place
0.476738,0.673131,0.575283,8,Place
0.487789,0.679778,0.554651,8,Place
0.496616,0.684876,0.537654,8,Place
0.503348,0.688630,0.524359,8,Place
0.508090,0.691201,0.514813,8,Place
0.510917,0.692705,0.509046,8,Place
0.511878,0.693210,0.507075,8,Place
0.511878,0.693211,0.507074,8,Place
0.511878,0.693211,0.507074,9,Pick
0.514691,0.689986,0.508856,9,Pick
0.522989,0.680227,0.514188,9,Pick
0.536346,0.663688,0.523025,9,Pick
0.554036,0.639994,0.535288,9,Pick
0.575014,0.608702,0.550865,9,Pick
0.597898,0.569372,0.569595,9,Pick
0.620960,0.521680,0.591269,9,Pick
0.642139,0.465544,0.615617,9,Pick
0.659084,0.401270,0.642298,9,Pick
0.669253,0.329716,0.670893,9,Pick
0.670068,0.252435,0.700892,9,Pick
0.659144,0.171802,0.731685,9,Pick
0.634593,0.091062,0.762560,9,Pick
0.595385,0.014278,0.792694,9,Pick
0.541873,-0.053726,0.821097,9,Pick
0.481706,-0.104322,0.844803,9,Pick
0.422173,-0.136617,0.863123,9,Pick
0.366781,-0.153901,0.876802,9,Pick
0.317653,-0.159611,0.886573,9,Pick
0.275786,-0.156988,0.893135,9,Pick
0.241335,-0.148866,0.897142,9,Pick
0.213880,-0.137586,0.899190,9,Pick
0.192655,-0.124983,0.899812,9,Pick
0.176731,-0.112426,0.899474,9,Pick
0.165123,-0.100895,0.898564,9,Pick
0.156277,-0.091343,0.897210,9,Pick
0.149430,-0.084459,0.895908,9,Pick
0.144287,-0.080678,0.895201,9,Pick
0.140448,-0.080066,0.895363,9,Pick
0.136963,-0.081440,0.896446,9,Pick
0.132845,-0.083042,0.898618,9,Pick
0.128095,-0.085001,0.902320,9,Pick
0.122722,-0.087596,0.908038,9,Pick
0.116725,-0.091289,0.916269,9,Pick
0.110069,-0.096765,0.927458,9,Pick
0.102651,-0.104961,0.941927,9,Pick
0.094261,-0.117068,0.959765,9,Pick
0.084522,-0.134490,0.980710,9,Pick
0.072846,-0.158756,1.004015,9,Pick
0.058481,-0.191155,1.028190,9,Pick
0.041277,-0.230747,1.050273,9,Pick
0.020794,-0.276655,1.068198,9,Pick
-0.003423,-0.327869,1.080292,9,Pick
-0.031642,-0.382988,1.085090,9,Pick
-0.063901,-0.440289,1.081428,9,Pick
-0.099980,-0.497829,1.068507,9,Pick
-0.139392,-0.553559,1.045951,9,Pick
-0.181398,-0.605438,1.013827,9,Pick
-0.224948,-0.651469,0.972746,9,Pick
-0.266980,-0.688505,0.926020,9,Pick
-0.305692,-0.715969,0.876788,9,Pick
-0.340405,-0.734716,0.827227,9,Pick
-0.370787,-0.745950,0.779103,9,Pick
-0.396800,-0.751046,0.733753,9,Pick
-0.418626,-0.751399,0.692102,9,Pick
-0.436598,-0.748331,0.654726,9,Pick
-0.451134,-0.743025,0.621912,9,Pick
-0.462682,-0.736493,0.593733,9,Pick
-0.471683,-0.729574,0.570116,9,Pick
-0.478536,-0.722937,0.550901,9,Pick
-0.483587,-0.717096,0.535889,9,Pick
-0.487119,-0.712433,0.524880,9,Pick
-0.489339,-0.709215,0.517704,9,Pick
-0.490389,-0.707609,0.514237,9,Pick
-0.490500,-0.707436,0.513867,9,Pick
-0.490500,-0.707436,0.513867,9,Place
-0.489531,-0.707355,0.516461,9,Place
-0.486593,-0.707062,0.524258,9,Place
-0.481588,-0.706401,0.537306,9,Place
-0.474356,-0.705109,0.555672,9,Place
-0.464670,-0.702801,0.579436,9,Place
-0.452241,-0.698965,0.608659,9,Place
-0.436717,-0.692943,0.643364,9,Place
-0.417696,-0.683921,0.683489,9,Place
-0.394732,-0.670920,0.728842,9,Place
-0.367365,-0.652794,0.779037,9,Place
-0.335146,-0.628241,0.833425,9,Place
-0.297685,-0.595839,0.891013,9,Place
-0.254706,-0.554106,0.950390,9,Place
-0.206117,-0.501603,1.009651,9,Place
-0.152082,-0.437072,1.066354,9,Place
-0.093253,-0.359856,1.117390,9,Place
-0.033188,-0.273764,1.157868,9,Place
0.026124,-0.181634,1.185680,9,Place
0.083705,-0.085391,1.199993,9,Place
0.138694,0.012848,1.200377,9,Place
0.190386,0.110856,1.186832,9,Place
0.238263,0.206394,1.159789,9,Place
0.282016,0.297310,1.120086,9,Place
0.321284,0.381070,1.069328,9,Place
0.354651,0.452723,1.012333,9,Place
0.382683,0.511903,0.952609,9,Place
0.406273,0.559569,0.892692,9,Place
0.426208,0.597003,0.834558,9,Place
0.443141,0.625640,0.779663,9,Place
0.457591,0.646939,0.729020,9,Place
0.469952,0.662291,0.683275,9,Place
0.480511,0.672965,0.642795,9,Place
0.489469,0.680075,0.607743,9,Place
0.496961,0.684567,0.578141,9,Place
0.503075,0.687220,0.553929,9,Place
0.507862,0.688657,0.535002,9,Place
0.511354,0.689349,0.521247,9,Place
0.513566,0.689633,0.512564,9,Place
0.514506,0.689717,0.508882,9,Place
0.514543,0.689720,0.508738,9,Place
0.514543,0.689720,0.508738,10,Pick
0.514132,0.689800,0.511671,10,Pick
0.512896,0.689951,0.520503,10,Pick
0.510826,0.689899,0.535325,10,Pick
0.507903,0.689176,0.556275,10,Pick
0.504083,0.687110,0.583510,10,Pick
0.499284,0.682803,0.617171,10,Pick
0.493368,0.675120,0.657328,10,Pick
0.486116,0.662678,0.703907,10,Pick
0.477199,0.643855,0.756605,10,Pick
0.466153,0.616819,0.814778,10,Pick
0.452344,0.579600,0.877317,10,Pick
0.434954,0.530209,0.942524,10,Pick
0.412970,0.466815,1.007994,10,Pick
0.385200,0.388006,1.070539,10,Pick
0.350326,0.293096,1.126184,10,Pick
0.307124,0.182805,1.170176,10,Pick
0.256823,0.064447,1.196852,10,Pick
0.200340,-0.056432,1.204206,10,Pick
0.138239,-0.175857,1.191920,10,Pick
0.071352,-0.289929,1.160533,10,Pick
0.002805,-0.392173,1.113048,10,Pick
-0.063465,-0.477535,1.055222,10,Pick
-0.126139,-0.546358,0.991558,10,Pick
-0.184290,-0.599919,0.925839,10,Pick
-0.237337,-0.640051,0.861049,10,Pick
-0.284987,-0.668853,0.799405,10,Pick
-0.327167,-0.688462,0.742446,10,Pick
-0.363956,-0.700901,0.691152,10,Pick
-0.395533,-0.707993,0.646073,10,Pick
-0.422128,-0.711308,0.607449,10,Pick
-0.443987,-0.712153,0.575313,10,Pick
-0.461346,-0.711583,0.549575,10,Pick
-0.474413,-0.710410,0.530091,10,Pick
-0.483357,-0.709233,0.516706,10,Pick
-0.488299,-0.708449,0.509296,10,Pick
-0.489422,-0.708258,0.507611,10,Pick
-0.489422,-0.708258,0.507611,10,Place
-0.487771,-0.708865,0.509166,10,Place
-0.482796,-0.710635,0.513857,10,Place
-0.474429,-0.713418,0.521762,10,Place
-0.462562,-0.716953,0.533006,10,Place
-0.447061,-0.720857,0.547745,10,Place
-0.427780,-0.724609,0.566154,10,Place
-0.404586,-0.727535,0.588404,10,Place
-0.377397,-0.728793,0.614628,10,Place
-0.346221,-0.727368,0.644885,10,Place
-0.311217,-0.722082,0.679118,10,Place
-0.272752,-0.711625,0.717098,10,Place
-0.231471,-0.694614,0.758374,10,Place
-0.188354,-0.669689,0.802220,10,Place
-0.144747,-0.635653,0.847595,10,Place
-0.102368,-0.591645,0.893123,10,Place
-0.063335,-0.537503,0.936991,10,Place
-0.031035,-0.476545,0.975702,10,Place
-0.006679,-0.411581,1.007760,10,Place
0.009634,-0.344709,1.032694,10,Place
0.018229,-0.278013,1.050322,10,Place
0.019823,-0.213440,1.060756,10,Place
0.015462,-0.152696,1.064394,10,Place
0.006440,-0.097159,1.061900,10,Place
-0.005803,-0.047815,1.054172,10,Place
-0.019796,-0.005230,1.042296,10,Place
-0.034145,0.030453,1.027500,10,Place
-0.047641,0.059476,1.011087,10,Place
-0.059066,0.081873,0.994818,10,Place
-0.067716,0.098257,0.980405,10,Place
-0.073823,0.110191,0.968496,10,Place
-0.077852,0.118939,0.959336,10,Place
-0.080344,0.125453,0.952871,10,Place
-0.081814,0.130412,0.948843,10,Place
-0.082689,0.134277,0.946867,10,Place
-0.083281,0.137346,0.946504,10,Place
-0.083787,0.139808,0.947303,10,Place
-0.078947,0.140949,0.948394,10,Place
-0.063913,0.140574,0.948982,10,Place
-0.038787,0.139573,0.948355,10,Place
-0.004224,0.139016,0.945584,10,Place
0.036379,0.140640,0.940984,10,Place
0.082064,0.145637,0.934302,10,Place
0.132272,0.155126,0.925012,10,Place
0.186155,0.170259,0.912557,10,Place
0.242524,0.192138,0.896355,10,Place
0.299811,0.221717,0.875825,10,Place
0.356051,0.259678,0.850405,10,Place
0.408875,0.306247,0.819607,10,Place
0.452461,0.356762,0.785927,10,Place
0.484773,0.406449,0.751981,10,Place
0.507329,0.453595,0.718584,10,Place
0.521769,0.497019,0.686410,10,Place
0.529728,0.536005,0.656002,10,Place
0.532747,0.570211,0.627792,10,Place
0.532214,0.599583,0.602110,10,Place
0.529335,0.624274,0.579205,10,Place
0.525127,0.644564,0.559259,10,Place
0.520418,0.660800,0.542401,10,Place
0.515863,0.673344,0.528717,10,Place
0.511964,0.682534,0.518264,10,Place
0.509079,0.688651,0.511079,10,Place
0.507447,0.691900,0.507181,10,Place
0.507120,0.692535,0.506413,10,Place
0.507120,0.692535,0.506413,11,Pick
0.510466,0.691254,0.507548,11,Pick
0.520461,0.687293,0.510956,11,Pick
0.536967,0.680291,0.516651,11,Pick
0.559730,0.669660,0.524651,11,Pick
0.588345,0.654600,0.534981,11,Pick
0.622208,0.634124,0.547670,11,Pick
0.660460,0.607106,0.562747,11,Pick
0.701929,0.572341,0.580242,11,Pick
0.745067,0.528633,0.600175,11,Pick
0.787905,0.474912,0.622559,11,Pick
0.828026,0.410378,0.647391,11,Pick
0.862582,0.334676,0.674645,11,Pick
0.888361,0.248092,0.704268,11,Pick
0.901925,0.151747,0.736172,11,Pick
0.899835,0.047779,0.770224,11,Pick
0.879052,-0.060238,0.806142,11,Pick
0.839513,-0.163482,0.842088,11,Pick
0.783335,-0.256835,0.877319,11,Pick
0.713077,-0.337466,0.911680,11,Pick
0.631790,-0.403165,0.945018,11,Pick
0.542874,-0.452429,0.977185,11,Pick
0.449918,-0.484514,1.008037,11,Pick
0.356532,-0.499455,1.037435,11,Pick
0.266177,-0.498043,1.065244,11,Pick
0.182009,-0.481771,1.091339,11,Pick
0.106735,-0.452747,1.115599,11,Pick
0.042498,-0.413570,1.137915,11,Pick
-0.009217,-0.367197,1.158183,11,Pick
-0.047636,-0.316784,1.176310,11,Pick
-0.072716,-0.265521,1.192212,11,Pick
-0.085131,-0.216472,1.205818,11,Pick
-0.086215,-0.172419,1.217065,11,Pick
