x,y,z,cycle,goal
-0.077882,-0.135719,1.225902,11,Pick
-0.062509,-0.108197,1.232290,11,Pick
-0.042800,-0.091049,1.236201,11,Pick
-0.022269,-0.084825,1.237613,11,Pick
-0.004188,-0.088145,1.236811,11,Pick
0.009813,-0.098626,1.234232,11,Pick
0.018991,-0.113937,1.230285,11,Pick
0.023304,-0.131998,1.225351,11,Pick
0.023206,-0.151092,1.219775,11,Pick
0.019467,-0.169897,1.213870,11,Pick
0.013022,-0.187468,1.207916,11,Pick
0.004849,-0.203199,1.202154,11,Pick
-0.004111,-0.216750,1.196797,11,Pick
-0.013010,-0.227983,1.192021,11,Pick
-0.021125,-0.236898,1.187973,11,Pick
-0.028966,-0.245774,1.183651,11,Pick
-0.037487,-0.256564,1.178064,11,Pick
-0.046334,-0.268970,1.171273,11,Pick
-0.054181,-0.281517,1.164031,11,Pick
-0.059986,-0.292989,1.157082,11,Pick
-0.063264,-0.302901,1.150794,11,Pick
-0.066033,-0.313700,1.143590,11,Pick
-0.069568,-0.326809,1.134339,11,Pick
-0.073979,-0.342167,1.122791,11,Pick
-0.079414,-0.359689,1.108663,11,Pick
-0.086061,-0.379267,1.091657,11,Pick
-0.094160,-0.400758,1.071467,11,Pick
-0.104001,-0.423986,1.047801,11,Pick
-0.115932,-0.448732,1.020402,11,Pick
-0.130352,-0.474732,0.989065,11,Pick
-0.147710,-0.501673,0.953674,11,Pick
-0.168485,-0.529194,0.914220,11,Pick
-0.193093,-0.556810,0.870965,11,Pick
-0.220573,-0.582859,0.826411,11,Pick
-0.249010,-0.605767,0.783808,11,Pick
-0.277476,-0.625471,0.744204,11,Pick
-0.305450,-0.642295,0.707858,11,Pick
-0.332469,-0.656555,0.674892,11,Pick
-0.358134,-0.668552,0.645324,11,Pick
-0.382116,-0.678567,0.619097,11,Pick
-0.404150,-0.686857,0.596103,11,Pick
-0.424030,-0.693652,0.576202,11,Pick
-0.441601,-0.699156,0.559243,11,Pick
-0.456751,-0.703546,0.545074,11,Pick
-0.469400,-0.706969,0.533552,11,Pick
-0.479495,-0.709549,0.524551,11,Pick
-0.487003,-0.711383,0.517967,11,Pick
-0.491903,-0.712541,0.513719,11,Pick
-0.494185,-0.713070,0.511754,11,Pick
-0.494364,-0.713111,0.511600,11,Pick
-0.494364,-0.713111,0.511600,11,Place
-0.494100,-0.712820,0.512396,11,Place
-0.493306,-0.711940,0.514798,11,Place
-0.491980,-0.710460,0.518847,11,Place
-0.490120,-0.708357,0.524614,11,Place
-0.487729,-0.705593,0.532194,11,Place
-0.484817,-0.702114,0.541710,11,Place
-0.481414,-0.697841,0.553302,11,Place
-0.477567,-0.692665,0.567129,11,Place
-0.473357,-0.686437,0.583355,11,Place
-0.468895,-0.678958,0.602138,11,Place
-0.464333,-0.669975,0.623612,11,Place
-0.459858,-0.659167,0.647865,11,Place
-0.455696,-0.646148,0.674913,11,Place
-0.452097,-0.630468,0.704666,11,Place
-0.449320,-0.611624,0.736902,11,Place
-0.447620,-0.589153,0.771134,11,Place
-0.447187,-0.563764,0.805276,11,Place
-0.447968,-0.535850,0.838258,11,Place
-0.449830,-0.505548,0.869597,11,Place
-0.452597,-0.473080,0.898858,11,Place
-0.456070,-0.438746,0.925673,11,Place
-0.460029,-0.402912,0.949754,11,Place
-0.464245,-0.365993,0.970899,11,Place
-0.468483,-0.328441,0.989003,11,Place
-0.472514,-0.290724,1.004055,11,Place
-0.476110,-0.253309,1.016139,11,Place
-0.479056,-0.216642,1.025430,11,Place
-0.481142,-0.181133,1.032175,11,Place
-0.482171,-0.147139,1.036690,11,Place
-0.481950,-0.114957,1.039339,11,Place
-0.480293,-0.084809,1.040513,11,Place
-0.477020,-0.056842,1.040620,11,Place
-0.471949,-0.031126,1.040054,11,Place
-0.464904,-0.007653,1.039186,11,Place
-0.455708,0.013652,1.038342,11,Place
-0.444188,0.032927,1.037788,11,Place
-0.430180,0.050358,1.037718,11,Place
-0.413527,0.066167,1.038245,11,Place
-0.394091,0.080603,1.039395,11,Place
-0.371759,0.093919,1.041108,11,Place
-0.346449,0.106366,1.043239,11,Place
-0.318118,0.118180,1.045564,11,Place
-0.286771,0.129566,1.047794,11,Place
-0.252469,0.140699,1.049585,11,Place
-0.215332,0.151712,1.050555,11,Place
-0.175546,0.162696,1.050304,11,Place
-0.133360,0.173701,1.048433,11,Place
-0.089089,0.184737,1.044561,11,Place
-0.043109,0.195784,1.038346,11,Place
0.004153,0.206791,1.029499,11,Place
0.051893,0.217618,1.017897,11,Place
0.097306,0.227686,1.004230,11,Place
0.139514,0.236870,0.989090,11,Place
0.178238,0.245170,0.973004,11,Place
0.213333,0.252606,0.956491,11,Place
0.244771,0.259212,0.940036,11,Place
0.272606,0.265031,0.924069,11,Place
0.296953,0.270109,0.908959,11,Place
0.317979,0.274504,0.895005,11,Place
0.338731,0.280857,0.881045,11,Place
0.360883,0.291292,0.866279,11,Place
0.383609,0.305937,0.851004,11,Place
0.405987,0.324786,0.835556,11,Place
0.427767,0.347569,0.819549,11,Place
0.450024,0.373888,0.801066,11,Place
0.471924,0.403623,0.779933,11,Place
0.492426,0.436503,0.756130,11,Place
0.510433,0.472038,0.729710,11,Place
0.524847,0.509484,0.700808,11,Place
0.534208,0.545514,0.671587,11,Place
0.538464,0.576462,0.644950,11,Place
0.538995,0.602495,0.620996,11,Place
0.536975,0.623988,0.599723,11,Place
0.533354,0.641415,0.581072,11,Place
0.528888,0.655298,0.564950,11,Place
0.524156,0.666154,0.551248,11,Place
0.519589,0.674467,0.539855,11,Place
0.515503,0.680667,0.530668,11,Place
0.512121,0.685117,0.523596,11,Place
0.509593,0.688105,0.518565,11,Place
0.508015,0.689839,0.515521,11,Place
0.507442,0.690445,0.514432,11,Place
0.507440,0.690447,0.514429,11,Place
0.507440,0.690447,0.514429,12,Pick
0.509670,0.689699,0.515869,12,Pick
0.516312,0.687346,0.520181,12,Pick
0.527217,0.683063,0.527332,12,Pick
0.542115,0.676323,0.537268,12,Pick
0.560581,0.666419,0.549910,12,Pick
0.581993,0.652507,0.565150,12,Pick
0.605489,0.633653,0.582850,12,Pick
0.629920,0.608915,0.602835,12,Pick
0.653816,0.577439,0.624889,12,Pick
0.675374,0.538583,0.648751,12,Pick
0.692476,0.492061,0.674106,12,Pick
0.702764,0.438096,0.700583,12,Pick
0.703771,0.377574,0.727751,12,Pick
0.693125,0.312172,0.755111,12,Pick
0.668827,0.244415,0.782093,12,Pick
0.629718,0.177828,0.807994,12,Pick
0.578237,0.118747,0.831167,12,Pick
0.517732,0.070383,0.851060,12,Pick
0.451963,0.034311,0.867453,12,Pick
0.387572,0.011575,0.879815,12,Pick
0.327921,0.000057,0.888588,12,Pick
0.274773,-0.002864,0.894332,12,Pick
0.228945,0.000311,0.897580,12,Pick
0.190538,0.007390,0.898833,12,Pick
0.159155,0.016587,0.898555,12,Pick
0.134096,0.026538,0.897166,12,Pick
0.114511,0.036276,0.895042,12,Pick
0.099522,0.045169,0.892516,12,Pick
0.088293,0.052852,0.889873,12,Pick
0.079273,0.058471,0.887124,12,Pick
0.071461,0.061575,0.884435,12,Pick
0.064756,0.062466,0.882145,12,Pick
0.058984,0.061553,0.880417,12,Pick
0.054129,0.059146,0.879335,12,Pick
0.049706,0.055569,0.878750,12,Pick
0.044303,0.051583,0.878249,12,Pick
0.037835,0.047511,0.878006,12,Pick
0.030296,0.043621,0.878336,12,Pick
0.021684,0.040128,0.879689,12,Pick
0.012001,0.037132,0.882660,12,Pick
0.001248,0.034537,0.887989,12,Pick
-0.010581,0.031959,0.896519,12,Pick
-0.023508,0.028635,0.909119,12,Pick
-0.037589,0.023340,0.926552,12,Pick
-0.052929,0.014344,0.949289,12,Pick
-0.069710,-0.000562,0.977272,12,Pick
-0.087644,-0.023124,1.008665,12,Pick
-0.106380,-0.053987,1.040580,12,Pick
-0.126126,-0.093640,1.070750,12,Pick
-0.147060,-0.141955,1.096792,12,Pick
-0.169304,-0.198173,1.116368,12,Pick
-0.192909,-0.260934,1.127348,12,Pick
-0.217839,-0.328343,1.127966,12,Pick
-0.243958,-0.398085,1.116943,12,Pick
-0.271037,-0.467554,1.093591,12,Pick
-0.298758,-0.534021,1.057872,12,Pick
-0.326169,-0.593644,1.011473,12,Pick
-0.351687,-0.642435,0.958849,12,Pick
-0.374985,-0.680223,0.903147,12,Pick
-0.395904,-0.707681,0.847056,12,Pick
-0.414406,-0.725997,0.792736,12,Pick
-0.430543,-0.736647,0.741797,12,Pick
-0.444438,-0.741212,0.695329,12,Pick
-0.456248,-0.741239,0.653981,12,Pick
-0.466153,-0.738150,0.618050,12,Pick
-0.474330,-0.733194,0.587579,12,Pick
-0.480943,-0.727418,0.562440,12,Pick
-0.486138,-0.721669,0.542415,12,Pick
-0.490034,-0.716605,0.527255,12,Pick
-0.492726,-0.712709,0.516722,12,Pick
-0.494277,-0.710308,0.510628,12,Pick
-0.494732,-0.709583,0.508840,12,Pick
-0.494732,-0.709583,0.508840,12,Place
-0.493295,-0.708951,0.511115,12,Place
-0.488980,-0.707012,0.517943,12,Place
-0.481774,-0.703631,0.529340,12,Place
-0.471656,-0.698580,0.545321,12,Place
-0.458594,-0.691527,0.565900,12,Place
-0.442548,-0.682031,0.591065,12,Place
-0.423470,-0.669529,0.620764,12,Place
-0.401303,-0.653325,0.654872,12,Place
-0.375990,-0.632590,0.693149,12,Place
-0.347477,-0.606360,0.735188,12,Place
-0.315724,-0.573556,0.780356,12,Place
-0.280722,-0.533026,0.827716,12,Place
-0.242503,-0.483610,0.875966,12,Place
-0.201160,-0.424249,0.923367,12,Place
-0.156859,-0.354131,0.967712,12,Place
-0.109972,-0.273102,1.006243,12,Place
-0.062898,-0.185490,1.034975,12,Place
-0.016582,-0.094244,1.052276,12,Place
0.028868,-0.001232,1.057581,12,Place
0.073419,0.091582,1.050726,12,Place
0.117122,0.182248,1.031957,12,Place
0.160105,0.268922,1.001918,12,Place
0.201651,0.348289,0.962575,12,Place
0.240276,0.416546,0.917910,12,Place
0.276166,0.474092,0.870570,12,Place
0.309474,0.521807,0.822693,12,Place
0.340281,0.560792,0.775948,12,Place
0.368606,0.592227,0.731571,12,Place
0.394431,0.617269,0.690436,12,Place
0.417708,0.636993,0.653128,12,Place
0.438380,0.652348,0.620010,12,Place
0.456386,0.664150,0.591289,12,Place
0.471668,0.673074,0.567063,12,Place
0.484176,0.679668,0.547367,12,Place
0.493872,0.684357,0.532196,12,Place
0.500724,0.687455,0.521529,12,Place
0.504712,0.689177,0.515343,12,Place
0.505843,0.689655,0.513592,12,Place
0.505843,0.689655,0.513592,13,Pick
0.505457,0.689091,0.515112,13,Pick
0.504304,0.687341,0.519691,13,Pick
0.502401,0.684238,0.527386,13,Pick
0.499771,0.679507,0.538286,13,Pick
0.496435,0.672769,0.552505,13,Pick
0.492406,0.663558,0.570169,13,Pick
0.487674,0.651326,0.591397,13,Pick
0.482198,0.635472,0.616279,13,Pick
0.475882,0.615356,0.644842,13,Pick
0.468570,0.590336,0.677008,13,Pick
0.460026,0.559797,0.712548,13,Pick
0.449919,0.523185,0.751024,13,Pick
0.437822,0.480044,0.791729,13,Pick
0.423200,0.430049,0.833627,13,Pick
0.405413,0.373025,0.875306,13,Pick
0.383791,0.309143,0.914849,13,Pick
0.358746,0.241670,0.948746,13,Pick
0.330396,0.172289,0.975301,13,Pick
0.298592,0.101602,0.993705,13,Pick
0.263235,0.030157,1.003390,13,Pick
0.224282,-0.041538,1.004052,13,Pick
0.181734,-0.112987,0.995664,13,Pick
0.135644,-0.183684,0.978480,13,Pick
0.086117,-0.253091,0.953020,13,Pick
0.033311,-0.320616,0.920050,13,Pick
-0.022105,-0.385104,0.880876,13,Pick
-0.076929,-0.443044,0.838996,13,Pick
-0.129968,-0.493893,0.796598,13,Pick
-0.180567,-0.537812,0.755174,13,Pick
-0.228179,-0.575115,0.715828,13,Pick
-0.272367,-0.606251,0.679330,13,Pick
-0.312803,-0.631770,0.646163,13,Pick
-0.349251,-0.652290,0.616595,13,Pick
-0.381563,-0.668461,0.590727,13,Pick
-0.409655,-0.680933,0.568552,13,Pick
-0.433497,-0.690325,0.549989,13,Pick
-0.453095,-0.697201,0.534924,13,Pick
-0.468475,-0.702049,0.523231,13,Pick
-0.479672,-0.705270,0.514792,13,Pick
-0.486720,-0.707161,0.509513,13,Pick
-0.489644,-0.707915,0.507330,13,Pick
-0.489736,-0.707938,0.507262,13,Pick
-0.489736,-0.707938,0.507262,13,Place
-0.486028,-0.707113,0.510371,13,Place
-0.474918,-0.704494,0.519685,13,Place
-0.456456,-0.699656,0.535168,13,Place
-0.430760,-0.691882,0.556741,13,Place
-0.398113,-0.680253,0.584095,13,Place
-0.360281,-0.665963,0.612239,13,Place
-0.319214,-0.650632,0.637300,13,Place
-0.278558,-0.636235,0.656655,13,Place
-0.238039,-0.623284,0.670483,13,Place
-0.194133,-0.608316,0.684048,13,Place
-0.146346,-0.589205,0.699804,13,Place
-0.095478,-0.565289,0.717871,13,Place
-0.042548,-0.535955,0.738342,13,Place
0.011191,-0.500705,0.761257,13,Place
0.064254,-0.459238,0.786587,13,Place
0.114947,-0.411544,0.814206,13,Place
0.161434,-0.358008,0.843867,13,Place
0.200877,-0.301076,0.874346,13,Place
0.231368,-0.244126,0.904123,13,Place
0.253168,-0.188575,0.932793,13,Place
0.266814,-0.135749,0.959975,13,Place
0.273096,-0.086836,0.985323,13,Place
0.273012,-0.042837,1.008535,13,Place
0.267728,-0.004521,1.029358,13,Place
0.258512,0.027599,1.047598,13,Place
0.246680,0.053281,1.063123,13,Place
0.233532,0.072559,1.075865,13,Place
0.220695,0.085393,1.085544,13,Place
0.209489,0.092613,1.092271,13,Place
0.200366,0.095648,1.096592,13,Place
0.193430,0.095734,1.099012,13,Place
0.188551,0.093881,1.099987,13,Place
0.185459,0.090879,1.099907,13,Place
0.183821,0.087315,1.099105,13,Place
0.183286,0.083609,1.097851,13,Place
0.183524,0.080045,1.096366,13,Place
0.187220,0.077177,1.094294,13,Place
0.198141,0.076052,1.091045,13,Place
0.215849,0.077358,1.086588,13,Place
0.239821,0.081620,1.080690,13,Place
0.269078,0.088937,1.072922,13,Place
0.302244,0.099309,1.062810,13,Place
0.338726,0.113464,1.049894,13,Place
0.377751,0.132167,1.033690,13,Place
0.418292,0.156145,1.013701,13,Place
0.459052,0.186017,0.989452,13,Place
0.498454,0.222210,0.960523,13,Place
0.534665,0.264854,0.926583,13,Place
0.565660,0.313688,0.887439,13,Place
0.588890,0.366720,0.844105,13,Place
0.602096,0.417358,0.801456,13,Place
0.606869,0.463826,0.760772,13,Place
0.605091,0.505449,0.722631,13,Place
0.598506,0.541958,0.687423,13,Place
0.588664,0.573390,0.655385,13,Place
0.576886,0.599989,0.626640,13,Place
0.564266,0.622131,0.601229,13,Place
0.551686,0.640252,0.579139,13,Place
0.539837,0.654808,0.560323,13,Place
0.529249,0.666231,0.544720,13,Place
0.520315,0.674911,0.532264,13,Place
0.513322,0.681173,0.522895,13,Place
0.508465,0.685274,0.516562,13,Place
0.505868,0.687388,0.513229,13,Place
0.505422,0.687746,0.512660,13,Place
0.505422,0.687746,0.512660,14,Pick
0.505177,0.687873,0.513680,14,Pick
0.504440,0.688244,0.516749,14,Pick
0.503193,0.688828,0.521903,14,Pick
0.501410,0.689571,0.529196,14,Pick
0.499051,0.690394,0.538702,14,Pick
0.496062,0.691186,0.550514,14,Pick
0.492373,0.691800,0.564735,14,Pick
0.487896,0.692048,0.581473,14,Pick
0.482522,0.691689,0.600834,14,Pick
0.476126,0.690428,0.622908,14,Pick
0.468558,0.687907,0.647751,14,Pick
0.459657,0.683701,0.675371,14,Pick
0.449245,0.677323,0.705697,14,Pick
0.437143,0.668225,0.738557,14,Pick
0.423177,0.655818,0.773651,14,Pick
0.407238,0.639544,0.810421,14,Pick
0.390015,0.619806,0.846647,14,Pick
0.371894,0.596976,0.881205,14,Pick
0.353828,0.572399,0.912319,14,Pick
0.336420,0.547222,0.939347,14,Pick
0.319876,0.522103,0.962473,14,Pick
0.304354,0.497609,0.981978,14,Pick
0.289971,0.474210,0.998202,14,Pick
0.276811,0.452281,1.011516,14,Pick
0.264926,0.432109,1.022297,14,Pick
0.254350,0.413907,1.030908,14,Pick
0.245099,0.397822,1.037685,14,Pick
0.236644,0.383347,1.043178,14,Pick
0.226881,0.368144,1.048565,14,Pick
0.215835,0.352215,1.053940,14,Pick
0.203763,0.335827,1.059262,14,Pick
0.190753,0.318892,1.064547,14,Pick
0.176220,0.299797,1.070045,14,Pick
0.160124,0.278278,1.075639,14,Pick
0.142526,0.254306,1.081137,14,Pick
0.123499,0.227862,1.086328,14,Pick
0.103123,0.198936,1.090981,14,Pick
0.081490,0.167536,1.094846,14,Pick
0.058698,0.133686,1.097656,14,Pick
0.034880,0.097474,1.099126,14,Pick
0.011117,0.060496,1.099005,14,Pick
-0.012056,0.023631,1.097260,14,Pick
-0.034637,-0.013040,1.093910,14,Pick
-0.056625,-0.049436,1.088978,14,Pick
-0.078024,-0.085479,1.082492,14,Pick
-0.098839,-0.121092,1.074483,14,Pick
-0.119079,-0.156201,1.064983,14,Pick
-0.138754,-0.190733,1.054029,14,Pick
-0.157878,-0.224618,1.041662,14,Pick
-0.176466,-0.257790,1.027925,14,Pick
-0.194537,-0.290185,1.012862,14,Pick
-0.212109,-0.321742,0.996522,14,Pick
-0.229206,-0.352403,0.978954,14,Pick
-0.245850,-0.382115,0.960211,14,Pick
-0.262068,-0.410825,0.940347,14,Pick
-0.277885,-0.438488,0.919418,14,Pick
-0.293331,-0.465060,0.897481,14,Pick
-0.308434,-0.490500,0.874596,14,Pick
-0.323225,-0.514775,0.850821,14,Pick
-0.337735,-0.537850,0.826219,14,Pick
-0.351997,-0.559699,0.800851,14,Pick
-0.366042,-0.580297,0.774779,14,Pick
-0.379903,-0.599624,0.748066,14,Pick
-0.393524,-0.617547,0.720957,14,Pick
-0.406293,-0.633313,0.694858,14,Pick
-0.418128,-0.646969,0.670165,14,Pick
-0.429063,-0.658732,0.646991,14,Pick
-0.439121,-0.668805,0.625429,14,Pick
-0.448319,-0.677375,0.605551,14,Pick
-0.456668,-0.684615,0.587414,14,Pick
-0.464171,-0.690681,0.571062,14,Pick
-0.470830,-0.695716,0.556529,14,Pick
-0.476644,-0.699842,0.543838,14,Pick
-0.481607,-0.703167,0.533006,14,Pick
-0.485717,-0.705783,0.524045,14,Pick
-0.488969,-0.707765,0.516964,14,Pick
-0.491358,-0.709172,0.511766,14,Pick
-0.492880,-0.710047,0.508456,14,Pick
-0.493535,-0.710418,0.507035,14,Pick
-0.493562,-0.710434,0.506974,14,Pick
-0.493562,-0.710434,0.506974,14,Place
-0.495012,-0.711298,0.508800,14,Place
-0.499402,-0.713801,0.514315,14,Place
-0.506855,-0.717671,0.523623,14,Place
-0.517553,-0.722438,0.536890,14,Place
-0.531708,-0.727411,0.554325,14,Place
-0.549517,-0.731657,0.576152,14,Place
-0.571092,-0.733978,0.602577,14,Place
-0.596371,-0.732905,0.633739,14,Place
-0.625013,-0.726714,0.669657,14,Place
-0.656272,-0.713487,0.710157,14,Place
-0.688870,-0.691229,0.754800,14,Place
-0.720902,-0.658052,0.802808,14,Place
-0.749779,-0.612435,0.853000,14,Place
-0.772285,-0.553546,0.903751,14,Place
-0.784760,-0.481593,0.952999,14,Place
-0.783493,-0.398373,0.998192,14,Place
-0.766467,-0.310930,1.035299,14,Place
-0.734322,-0.224660,1.062814,14,Place
-0.688823,-0.143238,1.080503,14,Place
-0.632547,-0.069642,1.088612,14,Place
-0.568597,-0.005948,1.087840,14,Place
-0.500286,0.046759,1.079298,14,Place
-0.430799,0.088378,1.064431,14,Place
-0.362899,0.119670,1.044933,14,Place
-0.298689,0.142053,1.022639,14,Place
-0.239466,0.157337,0.999418,14,Place
-0.185715,0.167424,0.977075,14,Place
-0.138954,0.173820,0.957938,14,Place
-0.098770,0.177935,0.943148,14,Place
-0.063575,0.180650,0.932718,14,Place
-0.032118,0.182309,0.926252,14,Place
-0.003552,0.182977,0.923116,14,Place
0.022597,0.182633,0.922578,14,Place
0.046514,0.181286,0.923907,14,Place
0.068198,0.179036,0.926439,14,Place
0.087546,0.176080,0.929609,14,Place
0.104417,0.172694,0.932966,14,Place
0.118678,0.169196,0.936168,14,Place
0.130220,0.165910,0.938969,14,Place
0.139162,0.164868,0.941273,14,Place
0.145643,0.168650,0.943001,14,Place
0.149481,0.177489,0.943784,14,Place
0.150710,0.191069,0.943176,14,Place
0.149470,0.208992,0.940721,14,Place
0.147755,0.231898,0.936208,14,Place
0.147483,0.260533,0.929048,14,Place
0.149831,0.295030,0.918286,14,Place
0.156227,0.335323,0.902833,14,Place
0.168329,0.381024,0.881494,14,Place
0.187957,0.431298,0.853019,14,Place
0.216992,0.484729,0.816155,14,Place
0.253617,0.534965,0.773738,14,Place
0.292708,0.576379,0.731098,14,Place
0.332022,0.609475,0.689810,14,Place
0.369736,0.635131,0.651134,14,Place
0.404435,0.654416,0.616059,14,Place
0.435074,0.668453,0.585338,14,Place
0.460915,0.678312,0.559530,14,Place
0.481463,0.684943,0.539036,14,Place
0.496405,0.689120,0.524135,14,Place
0.505557,0.691417,0.515004,14,Place
0.508822,0.692190,0.511745,14,Place
0.508830,0.692191,0.511737,14,Place
0.508830,0.692191,0.511737,15,Pick
0.509510,0.691588,0.514551,15,Pick
0.511538,0.689696,0.523012,15,Pick
0.514873,0.686272,0.537163,15,Pick
0.519438,0.680903,0.557070,15,Pick
0.525098,0.672995,0.582800,15,Pick
0.531641,0.661765,0.614396,15,Pick
0.538738,0.646234,0.651836,15,Pick
0.545911,0.625219,0.694985,15,Pick
0.552480,0.597357,0.743519,15,Pick
0.557515,0.561131,0.796841,15,Pick
0.559790,0.514952,0.853977,15,Pick
0.557753,0.457270,0.913470,15,Pick
0.549512,0.386756,0.973269,15,Pick
0.532880,0.302533,1.030653,15,Pick
0.505480,0.204465,1.082207,15,Pick
0.465059,0.093786,1.123793,15,Pick
0.412261,-0.021987,1.150277,15,Pick
0.348338,-0.137569,1.159736,15,Pick
0.274526,-0.249404,1.151707,15,Pick
0.192533,-0.354129,1.126416,15,Pick
0.106975,-0.446272,1.086134,15,Pick
0.023673,-0.521786,1.035695,15,Pick
-0.055067,-0.581578,0.978993,15,Pick
-0.127691,-0.627269,0.919363,15,Pick
-0.193294,-0.660858,0.859515,15,Pick
-0.251486,-0.684454,0.801547,15,Pick
-0.302260,-0.700102,0.747012,15,Pick
-0.345867,-0.709668,0.697008,15,Pick
-0.382710,-0.714783,0.652276,15,Pick
-0.413265,-0.716820,0.613287,15,Pick
-0.438018,-0.716903,0.580325,15,Pick
-0.457426,-0.715923,0.553543,15,Pick
-0.471884,-0.714561,0.533012,15,Pick
-0.481710,-0.713313,0.518760,15,Pick
-0.487128,-0.712510,0.510792,15,Pick
-0.488383,-0.712312,0.508936,15,Pick
-0.488383,-0.712312,0.508936,16,Pick
-0.488091,-0.712732,0.508980,16,Pick
-0.487213,-0.713991,0.509124,16,Pick
-0.485746,-0.716083,0.509411,16,Pick
-0.483686,-0.718999,0.509907,16,Pick
-0.481029,-0.722721,0.510709,16,Pick
-0.477779,-0.727220,0.511936,16,Pick
-0.473948,-0.732454,0.513735,16,Pick
-0.469565,-0.738362,0.516274,16,Pick
-0.464679,-0.744858,0.519738,16,Pick
-0.459367,-0.751827,0.524325,16,Pick
-0.453746,-0.759121,0.530235,16,Pick
-0.447971,-0.766552,0.537657,16,Pick
-0.442247,-0.773893,0.546758,16,Pick
-0.436833,-0.780873,0.557658,16,Pick
-0.432038,-0.787187,0.570414,16,Pick
-0.428231,-0.792485,0.584949,16,Pick
-0.425866,-0.796291,0.600401,16,Pick
-0.425112,-0.798476,0.616204,16,Pick
-0.426024,-0.799044,0.632010,16,Pick
-0.428615,-0.798034,0.647470,16,Pick
-0.432859,-0.795517,0.662240,16,Pick
-0.438688,-0.791596,0.675993,16,Pick
-0.445994,-0.786401,0.688421,16,Pick
-0.454631,-0.780089,0.699246,16,Pick
-0.464420,-0.772835,0.708228,16,Pick
-0.475149,-0.764833,0.715163,16,Pick
-0.486583,-0.756285,0.719896,16,Pick
-0.498466,-0.747404,0.722321,16,Pick
-0.510527,-0.738401,0.722381,16,Pick
-0.522487,-0.729484,0.720076,16,Pick
-0.534067,-0.720856,0.715456,16,Pick
-0.544992,-0.712703,0.708622,16,Pick
-0.554998,-0.705195,0.699727,16,Pick
-0.563840,-0.698482,0.688969,16,Pick
-0.571297,-0.692689,0.676585,16,Pick
-0.577177,-0.687914,0.662850,16,Pick
-0.581322,-0.684227,0.648070,16,Pick
-0.583612,-0.681668,0.632569,16,Pick
-0.583970,-0.680244,0.616688,16,Pick
-0.582361,-0.679937,0.600777,16,Pick
-0.578794,-0.680693,0.585183,16,Pick
-0.573401,-0.682410,0.570417,16,Pick
-0.566720,-0.684814,0.557392,16,Pick
-0.559191,-0.687653,0.546225,16,Pick
-0.551192,-0.690715,0.536867,16,Pick
-0.543051,-0.693832,0.529202,16,Pick
-0.535040,-0.696870,0.523070,16,Pick
-0.527380,-0.699733,0.518281,16,Pick
-0.520242,-0.702352,0.514638,16,Pick
-0.513756,-0.704685,0.511944,16,Pick
-0.508014,-0.706709,0.510013,16,Pick
-0.503079,-0.708413,0.508677,16,Pick
-0.498994,-0.709797,0.507789,16,Pick
-0.495782,-0.710868,0.507226,16,Pick
-0.493458,-0.711633,0.506892,16,Pick
-0.492029,-0.712099,0.506717,16,Pick
-0.491497,-0.712271,0.506658,16,Pick
-0.491493,-0.712273,0.506657,16,Pick
-0.491493,-0.712273,0.506657,16,Place
-0.489910,-0.712377,0.509412,16,Place
-0.485130,-0.712619,0.517682,16,Place
-0.477067,-0.712786,0.531481,16,Place
-0.465586,-0.712515,0.550824,16,Place
-0.450518,-0.711282,0.575711,16,Place
-0.431683,-0.708392,0.606108,16,Place
-0.408921,-0.702962,0.641919,16,Place
-0.382133,-0.693918,0.682950,16,Place
-0.351335,-0.679988,0.728866,16,Place
-0.316720,-0.659719,0.779146,16,Place
-0.279163,-0.631869,0.832416,16,Place
-0.244446,-0.600124,0.880731,16,Place
-0.214319,-0.567208,0.922123,16,Place
-0.188741,-0.534652,0.957001,16,Place
-0.167502,-0.503774,0.985865,16,Place
-0.150290,-0.475677,1.009255,16,Place
-0.134076,-0.452641,1.027229,16,Place
-0.113057,-0.436826,1.040254,16,Place
-0.086838,-0.428341,1.048803,16,Place
-0.054774,-0.428218,1.052243,16,Place
-0.016520,-0.434958,1.050809,16,Place
0.029639,-0.441228,1.048149,16,Place
0.084181,-0.445295,1.044258,16,Place
0.147375,-0.445574,1.038804,16,Place
0.219207,-0.440144,1.031422,16,Place
0.299223,-0.426772,1.021723,16,Place
0.386352,-0.402981,1.009301,16,Place
0.478723,-0.366200,0.993742,16,Place
0.573495,-0.313998,0.974639,16,Place
0.666741,-0.244415,0.951609,16,Place
0.752353,-0.157686,0.924699,16,Place
0.822309,-0.059363,0.895159,16,Place
0.873775,0.046873,0.863330,16,Place
0.905039,0.157088,0.829474,16,Place
0.915289,0.265923,0.794223,16,Place
0.906215,0.364289,0.759698,16,Place
0.882199,0.449101,0.726599,16,Place
0.847690,0.519377,0.695307,16,Place
0.806744,0.575279,0.666109,16,Place
0.762826,0.617819,0.639212,16,Place
0.718722,0.648567,0.614758,16,Place
0.676543,0.669405,0.592837,16,Place
0.637784,0.682315,0.573492,16,Place
0.603419,0.689228,0.556740,16,Place
0.574017,0.691917,0.542571,16,Place
0.549844,0.691929,0.530965,16,Place
0.530972,0.690549,0.521895,16,Place
0.517363,0.688784,0.515334,16,Place
0.508936,0.687362,0.511257,16,Place
0.505618,0.686732,0.509648,16,Place
